TASK	ERROR-RETRY-TIMES	CREATED-TIME	SUBMITED-TIME	STARTED_TIME	FINISHED_TIME	EXECUTION-TIME
0	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:46	4/28/2008 3:43:51	4934,0	4,0	null
1	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:49	4/28/2008 3:43:57	8525,0	8,0	null
2	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:50	4/28/2008 3:44:0 	10088,0	10,0	null
3	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:46	4/28/2008 3:43:53	7286,0	7,0	null
4	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:50	4/28/2008 3:43:59	9260,0	9,0	null
5	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:50	4/28/2008 3:43:59	9114,0	9,0	null
6	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:49	4/28/2008 3:43:56	7564,0	7,0	null
7	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:46	4/28/2008 3:43:53	7092,0	7,0	null
8	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:48	4/28/2008 3:43:54	5428,0	5,0	null
9	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:46	4/28/2008 3:43:53	6838,0	6,0	null
10	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:49	4/28/2008 3:43:55	5614,0	5,0	null
11	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:49	4/28/2008 3:43:57	7985,0	7,0	null
12	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:47	4/28/2008 3:43:52	5117,0	5,0	null
13	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:50	4/28/2008 3:43:55	5311,0	5,0	null
14	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:48	4/28/2008 3:43:57	8755,0	8,0	null
15	0	4/28/2008 3:43:37	4/28/2008 3:43:46	4/28/2008 3:43:47	4/28/2008 3:43:52	5587,0	5,0	null
16	0	4/28/2008 3:43:37	4/28/2008 3:43:47	4/28/2008 3:43:49	4/28/2008 3:43:56	6586,0	6,0	null
17	0	4/28/2008 3:43:37	4/28/2008 3:43:47	4/28/2008 3:43:49	4/28/2008 3:43:57	8055,0	8,0	null
18	0	4/28/2008 3:43:37	4/28/2008 3:43:47	4/28/2008 3:43:47	4/28/2008 3:43:52	5531,0	5,0	null
19	0	4/28/2008 3:43:37	4/28/2008 3:43:47	4/28/2008 3:43:49	4/28/2008 3:43:59	9243,0	9,0	null
20	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:49	4/28/2008 3:43:56	6652,0	6,0	null
21	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:50	4/28/2008 3:43:58	7586,0	7,0	null
22	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:50	4/28/2008 3:43:56	5504,0	5,0	null
23	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:49	4/28/2008 3:43:57	7384,0	7,0	null
24	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:50	4/28/2008 3:44:0	9513,0	9,0	null
25	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:56	5458,0	5,0	null
26	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:57	6792,0	6,0	null
27	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:58	7311,0	7,0	null
28	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:49	4/28/2008 3:43:57	7079,0	7,0	null
29	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:51	4/28/2008 3:43:58	7278,0	7,0	null
30	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:49	4/28/2008 3:43:56	7756,0	7,0	null
31	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:59	7550,0	7,0	null
32	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:50	4/28/2008 3:43:58	8018,0	8,0	null
33	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:50	4/28/2008 3:43:58	7762,0	7,0	null
34	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:56	4875,0	4,0	null
35	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:44:0	9013,0	9,0	null
36	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:49	4/28/2008 3:43:58	8146,0	8,0	null
37	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:58	7248,0	7,0	null
38	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:58	7019,0	7,0	null
39	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:51	4/28/2008 3:43:58	7184,0	7,0	null
40	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:58	7367,0	7,0	null
41	0	4/28/2008 3:43:37	4/28/2008 3:43:48	4/28/2008 3:43:51	4/28/2008 3:43:58	7121,0	7,0	null
42	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:51	4/28/2008 3:44:0	8815,0	8,0	null
43	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:51	4/28/2008 3:43:55	4250,0	4,0	null
44	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:52	4/28/2008 3:43:58	5994,0	5,0	null
45	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:50	4/28/2008 3:43:55	4141,0	4,0	null
46	0	4/28/2008 3:43:37	4/28/2008 3:43:49	4/28/2008 3:43:53	4/28/2008 3:44:0	6701,0	6,0	null
47	0	4/28/2008 3:43:37	4/28/2008 3:43:50	4/28/2008 3:43:52	4/28/2008 3:43:58	6165,0	6,0	null
48	0	4/28/2008 3:43:37	4/28/2008 3:43:50	4/28/2008 3:43:51	4/28/2008 3:43:56	4608,0	4,0	null
49	0	4/28/2008 3:43:37	4/28/2008 3:43:50	4/28/2008 3:43:54	4/28/2008 3:44:0	6548,0	6,0	null
