TASK	ERROR-RETRY-TIMES	CREATED-TIME	SUBMITED-TIME	STARTED_TIME	FINISHED_TIME	EXECUTION-TIME
0	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:27	4/28/2008 10:29:29	1629.0	1.0null
1	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:29	4/28/2008 10:29:37	8357.0	8.0null
2	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:30	4/28/2008 10:29:40	9869.0	9.0null
3	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:27	4/28/2008 10:29:30	2388.0	2.0null
4	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:28	4/28/2008 10:29:37	8412.0	8.0null
5	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:29	4/28/2008 10:29:37	7544.0	7.0null
6	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:27	4/28/2008 10:29:29	1295.0	1.0null
7	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:29	4/28/2008 10:29:38	8568.0	8.0null
8	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:29	4/28/2008 10:29:37	8263.0	8.0null
9	0	4/28/2008 10:29:19	4/28/2008 10:29:27	4/28/2008 10:29:27	4/28/2008 10:29:29	1228.0	1.0null
10	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:30	4/28/2008 10:29:39	9717.0	9.0null
11	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:37	8250.0	8.0null
12	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:31	2403.0	2.0null
13	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:37	7727.0	7.0null
14	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:30	4/28/2008 10:29:39	9583.0	9.0null
15	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:39	9586.0	9.0null
16	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:33	3969.0	3.0null
17	0	4/28/2008 10:29:19	4/28/2008 10:29:28	4/28/2008 10:29:29	4/28/2008 10:29:37	7393.0	7.0null
18	0	4/28/2008 10:29:19	4/28/2008 10:29:29	4/28/2008 10:29:29	4/28/2008 10:29:33	3839.0	3.0null
19	0	4/28/2008 10:29:19	4/28/2008 10:29:29	4/28/2008 10:29:29	4/28/2008 10:29:32	3373.0	3.0null
20	0	4/28/2008 10:29:19	4/28/2008 10:29:29	4/28/2008 10:29:30	4/28/2008 10:29:33	2788.0	2.0null
