TASK	ERROR-RETRY-TIMES	CREATED-TIME	SUBMITED-TIME	STARTED_TIME	FINISHED_TIME	EXECUTION-TIME
191	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:7	4/29/2008 0:3:9	2605.0	2.0null
192	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:6	4/29/2008 0:3:10	3810.0	3.0null
193	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:7	4/29/2008 0:3:14	7037.0	7.0null
194	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:5	4/29/2008 0:3:7	1883.0	1.0null
195	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:6	4/29/2008 0:3:11	4761.0	4.0null
196	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:5	4/29/2008 0:3:7	1780.0	1.0null
197	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:5	4/29/2008 0:3:7	1781.0	1.0null
198	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:7	4/29/2008 0:3:11	4759.0	4.0null
199	0	4/29/2008 0:2:16	4/29/2008 0:3:5	4/29/2008 0:3:7	4/29/2008 0:3:9	2481.0	2.0null
200	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:9	4/29/2008 0:3:14	5161.0	5.0null
201	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:8	4/29/2008 0:3:9	558.0	0.0null
202	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:9	4/29/2008 0:3:13	3584.0	3.0null
203	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:9	4/29/2008 0:3:14	4764.0	4.0null
204	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:8	4/29/2008 0:3:9	817.0	0.0null
205	0	4/29/2008 0:2:16	4/29/2008 0:3:8	4/29/2008 0:3:9	4/29/2008 0:3:13	3663.0	3.0null
